globalId,name,questionText,dataSourceShortText,dataSourceLinkLongText
1716,largest free trade area,Which of these free-trade areas includes the most countries?,Source: African Union,"As of February 2023, 54 countries had signed the agreement Establishing the African Continental Free Trade Area and 44 had ratified it. The European Union is made up of 27 countries. Meanwhile the North American Free Trade Agreement is made up of just the US, Canada and Mexico.

[1]  [African Union – Agreement Establishing the African Continental Free Trade Area, Status List](https://au.int/en/treaties/agreement-establishing-african-continental-free-trade-area)       "
1502,SDGs and democracy,"The United Nations’ Sustainable Development Goals have a total of 169 targets. How many of them mention the words ""democracy"" or ""democratic""?",Source: UN,"All of the Sustainable Development Goals’ 169 targets are publicly available, but none of them make any mention of words like “democracy” and “democratic”. Target 16.7 mentions “participatory” decision making.
(Despite never explicitly mentioning democracy in the Sustainable Development Goals, nor in its founding documents, it is mentioned in the [UN's list of “Global Issues”](https://www.un.org/en/global-issues/democracy)  like this: “The UN supports democracy by promoting human rights, development, and peace and security.”)

[1]  [UN – Do you know all 17 SDGs?](https://sdgs.un.org/goals#goals)  
[2]  [UN – Global Issues: Democracy](https://www.un.org/en/global-issues/democracy)  
[3]  [Wikipedia – List of all the SDG targets and indicators](https://en.wikipedia.org/wiki/List_of_Sustainable_Development_Goal_targets_and_indicators)  "
105,UN members from LMIC,What share of the members of the United Nations General Assembly are low- and middle-income countries?,Source: UN,"Of the 193 members of the UN General Assembly in 2023, 133 were low- and middle-income countries. That is 69%. For this question we used the World Bank’s income classifications to come to our final figure.

[1]  [UN – Member states](https://www.un.org/en/about-us/member-states )  
[2]  [World Bank Income Classification](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519)  
[3]  [UN members by income groups , compiled by Gapminder](https://docs.google.com/spreadsheets/d/1HP6gf_kuQK8yyZjvfaeV1kYRJnNO8CutUjx-vWkAZ44/edit#gid=0)  "
1213,"In 2019, wind power in Denmark","In 2019, wind power in Denmark set a new record, covering the total national demand of electricity for a full:",Source: Energinet,"The answer used in this question comes from Energinet, which is an independent public enterprise owned by the Danish Ministry of Climate and Energy. Energinet owns, operate and develops the transmission systems for electricity and natural gas in Denmark, and so is a reliable official source of data for this question.

Source link: [Energinet](https://en.energinet.dk/About-our-news/News/2019/09/23/Wind-turbines-cover-power-demand-for-24-hours)"
633,"In Palestine, of all children ","In Palestine, of all children aged 6 to 10, how many went to school in 2018.",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR)"
1273,How many people in Palestine h,How many people in Palestine had some access to electricity in 2021?,Source: ESMAP,"For this question, the source we use is The Energy Progress Report, which tracks the progress of SDG 7.  The term “access” is defined differently in all their underlying sources. In some extreme cases, households may experience an average of 60 power outages per week and still be listed as “having access to electricity”. We have made sure to avoid using data for countries where experts said the data is particularly unreliable
and we also use ""more than"" so we avoid using a specific number which may overstate progress. 

Source link: [ESMAP](https://trackingsdg7.esmap.org/country/state-palestine)"
939,"In Denmark, of all children ag","In Denmark, of all children aged 7 to 11, how many go to school?",Source: UNESCO,"The data comes from UNESCO. The ages we use in the question refer to primary school age in that particular country (the ages people attend primary school differ slightly by country). The number used is the percentage of children of that age in the country who are enrolled in school. This number does not show actual school attendance or how many children drop out, just how many are signed up for school. Despite that limitation, five independent experts we contacted said this data is the best available. We also put in big differences between the three options so that the 'correct' answer we use is way more correct than the two other options.

Source link: [UNESCO](https://data.worldbank.org/indicator/SE.PRM.TENR?locations=DK)"
1214,Of all income from Denmark's e,"Of all income from Denmark's exports to the USA in 2021, how much was beer?",Source: Atlas of Economic Complexity,"For this question we use the Atlas of Economic Complexity, which is run by the Growth Lab at Harvard University. The data they use about goods is taken from countries’ reporting to the UN Statistical Division (COMTRADE). Some countries may provide limited, delayed or inaccurate reporting. Services data is taken from what is reported to the International Monetary Fund (IMF). The data is cleaned by the team who run the Atlas. However, there is still potential for errors within the data. They put warning notes on those countries where caution should be advised when using the data. We avoid using data for those countries. Despite the limitations of the data, three independent experts we contacted still trust the underlying source of data and the credentials of those running the  Atlas of Economic Complexity.

Source link: [Atlas of Economic Complexity](https://atlas.cid.harvard.edu/explore?country=64&queryLevel=location&product=undefined&year=2021&productClass=HS&target=Partner&partner=location-231&startYear=undefined)"
940,How many babies in Denmark wer,How many babies in Denmark were vaccinated against some disease in 2020?,Source: WHO,"The data comes from the Global Health Observatory data repository of the World Health Organization (WHO). The WHO estimates are based mainly on data from national administrative records and household surveys, such as the Expanded Programme on Immunization cluster survey, the UNICEF Multiple Indicator Cluster Survey, and the Demographic and Health Survey (DHS). These surveys assess the vaccination coverage among children aged 12-23 months who received a vaccination anytime before the survey.
Gapminder has compiled the estimates on the percentage of 1-year-old children who received nine different vaccinations (Haemophilus influenzae type B, diphtheria, tetanus, pertussis, hepatitis B, tuberculosis BCG, measles, pneumococcal disease, poliomyelitis and rotavirus) for the period 1980-2019 for countries and territories and average global immunization coverage. To avoid overestimating the share of children who have been vaccinated at least once, we use ""more than"" rather than a specific number

Source link: [WHO via Gapminder](https://docs.google.com/spreadsheets/d/1wsC4mttEm3miJESn_Md5R8NbSOTCkEnkdO_FwoYNNFw/edit#gid=501532268)"
323,Of the total workforce in Denm,"Of the total workforce in Denmark in 2022, how many people worked in the restaurant and hotel sector?",Source: OECD,"The data we use for this question comes from the OECD. The countries themselves provide this data but, where data for a certain year is missing, the OECD provides estimates. Rather than giving an exact number we use ""less then"", ""around"" and ""more than"" as the figures can change throughout a year, although not by enough to stop the correct answer we use being by far the most correct of the three options.

Source link: [OECD](https://stats.oecd.org/Index.aspx?DataSetCode=ALFS_EMP)"
1680,Countries with satellites,How many countries have satellites in orbit around the earth?,Source: UN Office For Outer Space Affairs,"1. [Source: UN Office For Outer Space Affairs](https://www.unoosa.org/oosa/osoindex/search-ng.jspx?lf_id=#?c=%7B%22filters%22:%5B%7B%22fieldName%22:%22en%23object.status.inOrbit_s1%22,%22value%22:%22Yes%22%7D%5D,%22sortings%22:%5B%7B%22fieldName%22:%22object.launch.dateOfLaunch_s1%22,%22dir%22:%22desc%22%7D%5D%7D)  "
1661,World's largest refugee camp,How many refugees currently live in the world's largest refugee camp?,Source: UNHCR,[1]  [UNHCR – Joint Government of Bangladesh - Population breakdown as of December 2023](https://data.unhcr.org/en/documents/details/106005)   
